Id,Time
1410233957024,3
1410233957030,5
1410233957035,4
1410233957040,5
1410233957045,5
1410233957049,4
1410233957053,3
1410233957057,3
1410233957062,4
1410233957066,4
1410233957071,4
1410233957074,3
1410233957079,4
1410233957082,4
1410233957085,3
1410233957091,4
1410233957094,5
1410233957099,4
1410233957101,3
1410233957107,5
1410233957109,4
1410233957115,3
1410233957118,4
1410233957123,4
1410233957128,5
1410233957132,4
1410233957136,4
1410233957140,4
1410233957144,4
1410233957150,4
1410233957152,3
1410233957156,2
1410233957161,4
1410233957165,4
1410233957172,3
1410233957179,4
1410233957184,2
1410233957190,3
1410233957197,4
1410233957203,3
1410233957209,3
1410233957215,3
1410233957221,3
1410233957233,9
1410233957238,3
1410233957243,3
1410233957249,2
1410233957254,2
1410233957260,3
1410233957266,3
1410233957271,3
1410233957276,2
1410233957281,2
1410233957287,3
1410233957292,3
1410233957297,2
1410233957303,3
1410233957308,3
1410233957313,3
1410233957318,2
1410233957324,3
1410233957329,3
1410233957335,3
1410233957340,3
1410233957392,227
1410233957398,6
1410233957402,3
1410233957406,4
1410233957410,4
1410233957414,4
1410233957417,3
1410233957421,3
1410233957425,3
1410233957429,4
1410233957433,4
1410233957437,4
1410233957441,4
1410233957444,3
1410233957448,3
1410233957452,4
1410233957456,4
1410233957493,37
1410233957497,3
1410233957502,4
1410233957506,4
1410233957509,3
1410233957513,3
1410233957517,3
1410233957526,9
1410233957530,4
1410233957534,4
1410233957537,3
1410233957541,3
1410233957545,3
1410233957549,4
1410233957564,15
1410233957568,4
1410233957572,4
1410233957576,4
1410233957579,3
1410233957583,3
1410233957587,4
1410233957591,4
1410233957603,12
1410233957606,3
1410233957610,3
1410233957614,4
1410233957618,4
1410233957622,4
1410233957626,4
1410233957630,4
1410233957634,4
1410233957638,4
1410233957641,3
1410233957645,3
1410233957649,4
1410233957655,4
1410233957657,4
1410233957662,3
1410233957665,4
1410233957669,4
1410233957673,4
1410233957677,4
1410233957706,29
1410233957719,13
1410233957723,4
1410233957727,4
1410233957732,4
1410233957736,4
1410233957741,5
1410233957747,6
1410233957751,4
1410233957755,4
1410233957761,6
1410233957766,5
1410233957771,5
1410233957775,4
1410233957780,5
1410233957784,4
1410233957788,4
1410233957792,4
1410233957797,5
1410233957801,4
1410233957804,3
1410233957811,6
1410233957816,4
1410233957820,4
1410233957823,3
1410233957829,4
1410233957833,4
1410233957838,4
1410233957842,4
1410233957847,5
1410233957851,4
1410233957855,4
1410233957859,4
1410233957864,5
1410233957868,4
1410233957872,4
1410233957877,5
1410233957881,4
1410233957885,4
1410233957890,4
1410233957895,5
1410233957898,4
1410233957902,3
1410233957922,20
1410233957926,4
1410233957931,5
1410233957935,4
1410233957939,4
1410233957943,4
1410233957948,4
1410233957951,4
1410233957955,4
1410233957960,5
1410233957964,4
1410233957968,4
1410233957972,4
1410233957976,4
1410233957980,4
1410233957984,4
1410233957988,4
1410233957992,4
1410233957996,4
1410233958022,25
1410233958026,4
1410233958029,3
1410233958033,3
1410233958037,3
1410233958041,4
1410233958046,3
1410233958049,4
1410233958053,4
1410233958057,4
1410233958060,3
1410233958064,3
1410233958068,4
1410233958072,4
1410233958076,4
1410233958080,4
1410233958083,3
1410233958089,4
1410233958092,5
1410233958098,4
1410233958101,5
1410233958104,3
1410233958108,3
1410233958112,3
1410233958117,4
1410233958121,4
1410233958126,5
1410233958130,4
1410233958134,4
1410233958137,3
1410233958141,4
1410233958145,4
1410233958149,4
1410233958154,4
1410233958157,4
1410233958161,4
1410233958165,4
1410233958168,3
1410233958172,3
1410233958176,4
1410233958180,4
1410233958184,4
1410233958187,3
1410233958192,3
1410233958194,3
1410233958199,3
1410233958202,4
1410233958206,4
1410233958219,13
1410233958223,4
1410233958227,4
1410233958231,4
1410233958234,3
1410233958238,3
1410233958242,4
1410233958246,4
1410233958250,4
1410233958254,4
1410233958258,4
1410233958261,3
1410233958265,3
1410233958269,3
1410233958273,4
1410233958276,4
1410233958280,4
1410233958284,4
1410233958288,4
1410233958292,4
1410233958296,4
1410233958301,5
1410233958306,5
1410233958310,4
1410233958314,4
1410233958318,4
1410233958322,4
1410233958326,4
1410233958330,4
1410233958334,4
1410233958338,3
1410233958342,4
1410233958346,4
1410233958351,3
1410233958354,4
1410233958357,3
1410233958361,3
1410233958365,3
1410233958369,4
1410233958372,3
1410233958377,4
1410233958380,3
1410233958384,4
1410233958388,4
1410233958392,3
1410233958395,3
1410233958399,3
1410233958403,4
1410233958407,4
1410233958410,3
1410233958414,3
1410233958418,4
1410233958422,4
1410233958426,4
1410233958430,4
1410233958442,12
1410233958446,3
1410233958450,4
1410233958453,3
1410233958458,4
1410233958461,4
1410233958464,3
1410233958478,13
1410233958482,3
1410233958501,19
1410233958506,5
1410233958510,4
1410233958515,4
1410233958519,4
1410233958523,4
1410233958527,4
1410233958530,3
1410233958534,3
1410233958538,4
1410233958542,4
1410233958545,3
1410233958549,3
1410233958553,3
1410233958557,4
1410233958561,4
1410233958577,16
1410233958582,5
1410233958585,3
1410233958589,3
1410233958593,4
1410233958597,3
1410233958612,16
1410233958616,3
1410233958620,4
1410233958640,20
1410233958644,4
1410233958647,3
1410233958651,3
1410233958655,4
1410233958659,4
1410233958663,4
1410233958666,3
1410233958670,3
1410233958674,4
1410233958678,4
1410233958682,4
1410233958685,3
1410233958689,3
1410233958693,4
1410233958697,4
1410233958700,3
1410233958704,3
1410233958708,4
1410233958713,3
